Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Class_encoded,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Satisfaction_binary
42.0,3094.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,0.0,10.0,2.0,0.0,0.0,0.0,1
47.0,3465.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,13.0,15.0,2.0,0.0,0.0,0.0,0
29.0,1035.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0
36.0,237.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.0,3175.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
31.0,760.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,17.0,27.0,0.0,0.0,0.0,1.0,0
13.0,853.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,105.0,122.0,0.0,1.0,0.0,1.0,0
24.0,446.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0
60.0,1071.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1
42.0,728.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0
57.0,2585.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
42.0,707.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,27.0,11.0,2.0,0.0,0.0,0.0,1
20.0,861.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1
51.0,719.0,3.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,19.0,0.0,0.0,0.0,0.0,1.0,0
45.0,1790.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
26.0,680.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,3.0,5.0,12.0,27.0,1.0,0.0,0.0,0.0,1
26.0,888.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,5.0,51.0,30.0,0.0,1.0,1.0,0.0,0
24.0,1660.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0
49.0,578.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,162.0,179.0,0.0,1.0,0.0,0.0,1
17.0,606.0,5.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,5.0,3.0,5.0,15.0,15.0,0.0,0.0,0.0,0.0,1
39.0,1487.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,1
49.0,317.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
48.0,844.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
52.0,3747.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,24.0,20.0,2.0,1.0,0.0,0.0,1
25.0,2748.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
16.0,1503.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0
58.0,1717.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
8.0,1117.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,0.0,7.0,2.0,1.0,1.0,0.0,0
42.0,1372.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,141.0,125.0,2.0,1.0,0.0,0.0,1
52.0,2768.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0
47.0,370.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69.0,1546.0,1.0,5.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,26.0,0.0,0.0,0.0,1.0,0
47.0,1023.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41.0,3636.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
40.0,1325.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,5.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0
56.0,2556.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41.0,1052.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,0.0,2.0,1.0,0.0,0.0,1
40.0,773.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,15.0,26.0,0.0,0.0,0.0,0.0,0
12.0,817.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0
59.0,516.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1
21.0,447.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,34.0,19.0,0.0,0.0,0.0,1.0,0
12.0,462.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
31.0,361.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
37.0,125.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,0
38.0,271.0,4.0,0.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1
45.0,173.0,2.0,5.0,0.0,1.0,2.0,0.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
43.0,1950.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
52.0,719.0,1.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,17.0,0.0,0.0,0.0,1.0,0
57.0,153.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
13.0,337.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,5.0,5.0,1.0,0.0,18.0,2.0,0.0,0.0,1.0,0
45.0,3732.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,17.0,0.0,2.0,0.0,0.0,0.0,1
43.0,3854.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
53.0,977.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,20.0,17.0,0.0,1.0,0.0,0.0,0
23.0,3073.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,1
16.0,1379.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0
23.0,631.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0
45.0,666.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0
46.0,2820.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1
49.0,577.0,2.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,23.0,2.0,0.0,0.0,0.0,1.0,0
40.0,2808.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,0
19.0,2172.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
48.0,1192.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
64.0,1773.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0
38.0,109.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,1
23.0,1749.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,97.0,89.0,0.0,1.0,0.0,1.0,0
38.0,3753.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1
41.0,214.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,16.0,34.0,0.0,1.0,0.0,1.0,0
29.0,1020.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
47.0,368.0,5.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1
50.0,1448.0,2.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,20.0,4.0,1.0,1.0,0.0,1.0,0
18.0,1127.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20.0,545.0,2.0,0.0,2.0,3.0,5.0,2.0,1.0,5.0,3.0,4.0,3.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0
41.0,3238.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
12.0,2466.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36.0,2715.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0
49.0,337.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,10.0,0.0,2.0,1.0,0.0,0.0,1
55.0,1608.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0
43.0,3004.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
49.0,980.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,11.0,6.0,2.0,0.0,1.0,0.0,0
35.0,1462.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0
45.0,1521.0,1.0,1.0,3.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
28.0,862.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,5.0,9.0,5.0,2.0,0.0,0.0,0.0,1
60.0,1833.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1
35.0,2398.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,9.0,2.0,1.0,0.0,0.0,0
38.0,349.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,29.0,28.0,2.0,0.0,1.0,0.0,0
48.0,1722.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1
65.0,578.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,99.0,101.0,0.0,0.0,0.0,1.0,0
30.0,163.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,4.0,5.0,5.0,1.0,9.0,11.0,1.0,1.0,0.0,1.0,0
51.0,395.0,2.0,4.0,5.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23.0,416.0,5.0,0.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,18.0,4.0,0.0,1.0,1.0,0.0,1
37.0,977.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,3095.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,5.0,9.0,0.0,2.0,1.0,0.0,0.0,1
32.0,738.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,0
67.0,719.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,24.0,14.0,0.0,1.0,0.0,1.0,0
65.0,226.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,37.0,20.0,2.0,1.0,0.0,1.0,0
48.0,1943.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
60.0,2371.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,66.0,61.0,2.0,1.0,0.0,0.0,1
31.0,551.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,53.0,48.0,2.0,0.0,0.0,0.0,0
22.0,493.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,19.0,6.0,1.0,1.0,0.0,0.0,1
27.0,925.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,1.0,4.0,5.0,4.0,3.0,0.0,1.0,1.0,0.0,0
19.0,405.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
26.0,1055.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0
72.0,305.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34.0,589.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,11.0,2.0,0.0,0.0,0.0,1
45.0,1587.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
51.0,3090.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0
26.0,804.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0
12.0,719.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
72.0,67.0,2.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,28.0,18.0,1.0,0.0,0.0,0.0,0
45.0,550.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1
22.0,2809.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,36.0,28.0,2.0,0.0,0.0,0.0,1
53.0,552.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33.0,356.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,12.0,0.0,2.0,0.0,1.0,0.0,0
46.0,119.0,4.0,0.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,13.0,32.0,2.0,0.0,0.0,1.0,0
54.0,1545.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1
40.0,819.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,23.0,6.0,0.0,0.0,0.0,0.0,0
37.0,1801.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0
35.0,1658.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,6.0,6.0,2.0,0.0,0.0,0.0,1
26.0,114.0,4.0,0.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,0.0,13.0,2.0,0.0,1.0,0.0,1
62.0,128.0,4.0,3.0,3.0,3.0,2.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,1
58.0,813.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1
55.0,349.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
60.0,1508.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,15.0,15.0,2.0,0.0,0.0,0.0,0
15.0,89.0,3.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0
67.0,157.0,4.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,45.0,33.0,0.0,1.0,0.0,1.0,0
43.0,2828.0,0.0,1.0,1.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,39.0,41.0,2.0,1.0,0.0,0.0,1
30.0,3131.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,0.0,2.0,1.0,0.0,0.0,1
42.0,718.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40.0,1959.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,209.0,191.0,2.0,1.0,0.0,0.0,1
47.0,3496.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,1
38.0,2300.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,60.0,37.0,2.0,1.0,0.0,0.0,0
25.0,2845.0,3.0,0.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
26.0,406.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,4.0,3.0,149.0,138.0,0.0,1.0,1.0,0.0,0
66.0,580.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,26.0,13.0,0.0,1.0,0.0,1.0,0
69.0,735.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0
22.0,1722.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,0.0,53.0,2.0,0.0,0.0,0.0,0
8.0,1201.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,24.0,14.0,1.0,1.0,0.0,1.0,0
37.0,372.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,11.0,0.0,2.0,0.0,1.0,0.0,1
69.0,1072.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,18.0,7.0,0.0,0.0,0.0,1.0,0
28.0,733.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,15.0,22.0,0.0,1.0,0.0,0.0,0
51.0,1075.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0
46.0,2586.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,59.0,57.0,0.0,0.0,0.0,1.0,0
39.0,140.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,7.0,2.0,1.0,1.0,0.0,1
21.0,903.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,1.0,4.0,1.0,35.0,28.0,1.0,0.0,1.0,0.0,0
46.0,2423.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,1
36.0,3130.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,62.0,65.0,2.0,0.0,0.0,0.0,1
60.0,2198.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,23.0,4.0,2.0,1.0,0.0,0.0,1
23.0,602.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,21.0,44.0,1.0,1.0,0.0,0.0,0
52.0,685.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1
36.0,1208.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1
41.0,2789.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,10.0,0.0,2.0,1.0,0.0,0.0,1
45.0,3305.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,8.0,0.0,2.0,1.0,0.0,0.0,1
